article_index,title,url,avg_label,avg_score,num_sentences,sentence,sent_label,sent_score,sent_value
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,News News Wales Wales Politics Wylfa nuclear plans expected to get go-ahead in days Anglesey is understood to have been chosen after UK ministers reached a decision on the site.,NEGATIVE,0.989504337310791,-0.989504337310791
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"2 hrs ago Wales Nigel Farage accuses BBC of left-wing bias over director's former role Rhuanedd Richards became director of BBC Wales in 2021, and took up the interim position of director of nations in June 2025.",NEGATIVE,0.9882627129554749,-0.9882627129554749
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,5 hrs ago Wales Sheehan sacked as Swansea City head coach Alan Sheehan leaves his role as head coach of Swansea City following the club's poor start to the Championship season.,NEGATIVE,0.9993942975997925,-0.9993942975997925
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,1 hr ago Swansea Weather warning issued for heavy rain and flooding The Met Office advised residents to take precautions to secure their home and belongings.,NEGATIVE,0.9591620564460754,-0.9591620564460754
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"8 hrs ago Wales BBC producer died of peritonitis after car crash, inquest told The mum-of-two worked for the BBC for more than 25 years and created Terry Walton's Plotcast.",NEGATIVE,0.9912773370742798,-0.9912773370742798
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,4 hrs ago Wales Charli XCX 'cried' during collaboration with music legend for Wuthering Heights soundtrack The singer was tearful over teaming up with the former Velvet Underground member.,NEGATIVE,0.9713298678398132,-0.9713298678398132
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,4 hrs ago Wales 'I was spat at in the '70s because of my colour - those days are back' A man who was spat at because of his colour when he was young is worried about the political climate.,NEGATIVE,0.9975437521934509,-0.9975437521934509
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"10 hrs ago Wales FAW silent over replacing late Queen as patron A petition in 2023 demanded ""no more Royal patronage"" and attracted 1,883 signatures.",NEGATIVE,0.977173924446106,-0.977173924446106
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"Artist sneaks AI-generated print into museum gallery A visitor who noticed the piece says staff ""admitted they had no idea about the piece or when it arrived"".",NEGATIVE,0.9944117665290833,-0.9944117665290833
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"First images of museum theft gold as hunt continues Two men have been charged with burglary, but ""invaluable"" items are still missing from St Fagans collection.",NEGATIVE,0.9913192391395569,-0.9913192391395569
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"Davies, Cabango and Moore withdraw from Wales squad Ben Davies, Ben Cabango and Kieffer Moore will miss Wales' final World Cup qualifying group games against Liechtenstein and North Macedonia due to injury.",NEGATIVE,0.9974923133850098,-0.9974923133850098
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"Mum died of blunt force head injury, inquest told Her 18-year-old son is set to go on trial accused of her murder in March next year.",NEGATIVE,0.9822297096252441,-0.9822297096252441
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,Features & analysis How a wet Welsh summer helped create Winnie-the-Pooh The famous bear first featured among a collection of poems compiled in a potting shed in rainy Wales.,POSITIVE,0.9970327615737915,0.9970327615737915
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"When my wife died, Elis James reached out - now we're close mates The comedian contacted Geraint John after his wife Deb died and has helped him while he grieves.",POSITIVE,0.9956594109535217,0.9956594109535217
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"Botox was like going for coffee - but I had no idea if it was genuine Rules about administering drugs such as Botox and Mounjaro have not kept up, says Wales' regulator.",NEGATIVE,0.999083399772644,-0.999083399772644
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,Actor Paul Whitehouse's 'pride' in Welsh roots The comedian visited Wales with fellow comedian Bob Mortimer in their TV show Gone Fishing.,POSITIVE,0.9985287189483643,0.9985287189483643
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"My one-year-old eats books, toys, tables and even his cot Junior has a condition called pica that makes him crave and eat inedible objects.",NEGATIVE,0.9080767035484314,-0.9080767035484314
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,Watch/Listen Reform UK says BBC 'infected with left-wing bias' Leader Nigel Farage cites Rhuanedd Richards' role as BBC director of nations as 'living proof' of bias.,NEGATIVE,0.996189296245575,-0.996189296245575
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"4 hrs ago Wales Archive: Richard Burton speaks of his home village Burton, who would have turned 100 this year, starred in Cleopatra and Shakespearean stage roles.",POSITIVE,0.9947510361671448,0.9947510361671448
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,19 hrs ago Wales Having 'Botox like going to get a morning coffee' Lizzie Day says having Botox was as much a part of her routine as getting her morning coffee.,NEGATIVE,0.9966505169868469,-0.9966505169868469
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,4 days ago Wales Lorry driver who blamed fatal crash on cough exposed by dashcam Mariusz Korkosz was driving incorrectly for almost 20 seconds before colliding head-on with a truck.,NEGATIVE,0.9975753426551819,-0.9975753426551819
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"6 days ago Wales CCTV shows sex attacker follow victim from nightclub Fawaz Alsamaou is warned he is ""highly likely"" to be deported after serving his sentence.",NEGATIVE,0.9951208233833313,-0.9951208233833313
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,6 days ago Sport Sheehan sacked as Swansea City head coach Alan Sheehan leaves his role as head coach of Swansea City following the club's poor start to the Championship season.,NEGATIVE,0.9994304776191711,-0.9994304776191711
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"Davies, Cabango and Moore withdraw from Wales squad Ben Davies, Ben Cabango and Kieffer Moore will miss Wales' final World Cup qualifying group games against Liechtenstein and North Macedonia due to injury.",NEGATIVE,0.9974923133850098,-0.9974923133850098
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,Wales call up uncapped Deaves after Morgan injury Wales have called up uncapped Ospreys flanker Harri Deaves for the autumn internationals after the loss of captain Jac Morgan to injury.,POSITIVE,0.9670222997665405,0.9670222997665405
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"Records and goals - how 'winner' Rodon found home at Leeds Wales defender Joe Rodon, who wears his heart on his sleeve, is finally showcasing both his defensive and attacking capabilities in the Premier League.",POSITIVE,0.9997614026069641,0.9997614026069641
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,Can you name all the clubs Craig Bellamy played for?,POSITIVE,0.6399667263031006,0.6399667263031006
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"As Craig Bellamy preapres for the biggest week of his coaching career, can you name the nine clubs the Wales boss represented as a player?",POSITIVE,0.787312924861908,0.787312924861908
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,Stories from Cymru Fyw Disgwyl i Wylfa fod yn safle ar gyfer gorsaf ynni niwclear newydd Mae BBC Cymru yn deall y bydd Llywodraeth y DU yn rhoi eu sêl bendith i adweithydd modiwlar bach ar y safle.,POSITIVE,0.611099123954773,0.611099123954773
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,Cwestiynu cyngor am eu dyletswyddau cyfreithiol dros addysg Gymraeg Mae arbenigwr yn codi cwestiynau a yw cyngor Caerdydd yn cyflawni dyletswyddau cyfreithiol mewn perthynas ag addysg Gymraeg y brifddinas.,NEGATIVE,0.9615227580070496,-0.9615227580070496
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"Cyn-gadeirydd S4C: 'Dyfodol darlledu cyhoeddus mewn perygl' Mae dyfodol darlledu cyhoeddus, gan gynnwys drwy gyfrwng y Gymraeg, mewn perygl yn dilyn ymddiswyddiadau rhai o arweinwyr y BBC yn ôl cyn-gadeirydd S4C.",NEGATIVE,0.9820113182067871,-0.9820113182067871
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,Y medalau coll sy' wedi dychwelyd at deulu o'r Barri Stori ryfeddol Delyth Taylor a medalau Rhyfel Byd Cyntaf ei thad-cu a aeth ar goll yn 1957.,NEGATIVE,0.764191746711731,-0.764191746711731
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,Latest updates 2 hrs ago Wylfa nuclear plans expected to get go-ahead in days Anglesey is understood to have been chosen after UK ministers reached a decision on the site.,NEGATIVE,0.9915856122970581,-0.9915856122970581
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,2 hrs ago 4 hrs ago Charli XCX says teaming up with music legend made her 'cry' The singer was tearful over teaming up with the former Velvet Underground member.,NEGATIVE,0.9792860150337219,-0.9792860150337219
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"4 hrs ago 4 hrs ago BBC producer died of peritonitis after car crash, inquest told The mum-of-two worked for the BBC for more than 25 years and created Terry Walton's Plotcast.",NEGATIVE,0.9973944425582886,-0.9973944425582886
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,4 hrs ago 4 hrs ago Reform UK says BBC 'infected with left-wing bias' Leader Nigel Farage cites Rhuanedd Richards' role as BBC director of nations as 'living proof' of bias.,NEGATIVE,0.9963636994361877,-0.9963636994361877
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"4 hrs ago 5 hrs ago Nigel Farage accuses BBC of left-wing bias over director's former role Rhuanedd Richards became director of BBC Wales in 2021, and took up the interim position of director of nations in June 2025.",NEGATIVE,0.9913533329963684,-0.9913533329963684
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,5 hrs ago 5 hrs ago US ambassador backs major nuclear plans for Wylfa The comments by arguably the most senior US diplomat in Europe come as the UK and US look to boost economic ties.,POSITIVE,0.987410843372345,0.987410843372345
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"5 hrs ago 7 hrs ago FAW silent over replacing late Queen as patron A petition in 2023 demanded ""no more Royal patronage"" and attracted 1,883 signatures.",NEGATIVE,0.979761004447937,-0.979761004447937
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,7 hrs ago 8 hrs ago Weather warning issued for heavy rain and flooding The Met Office advised residents to take precautions to secure their home and belongings.,NEGATIVE,0.9699418544769287,-0.9699418544769287
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,"8 hrs ago 9 hrs ago Artist sneaks AI-generated print into museum gallery A visitor who noticed the piece says staff ""admitted they had no idea about the piece or when it arrived"".",NEGATIVE,0.9938949942588806,-0.9938949942588806
10,NewsNews,https://www.bbc.com/news/wales,NEGATIVE,0.49328804158029105,42,9 hrs ago 1 2 3 4 5 ... 11,POSITIVE,0.6393839716911316,0.6393839716911316
