article_index,title,url,avg_label,avg_score,num_sentences,sentence,sent_label,sent_score,sent_value
14,NewsNews,https://www.bbc.com/news/world/asia/china,NEGATIVE,0.44081586360931396,25,News News Asia China India How the Japan PM's Taiwan remarks provoked the fury of China Sanae Takaichi drew fire after suggesting Tokyo could take military action if Beijing attacked Taiwan.,NEGATIVE,0.9898006319999695,-0.9898006319999695
14,NewsNews,https://www.bbc.com/news/world/asia/china,NEGATIVE,0.44081586360931396,25,2 days ago Asia Thailand extradites owner of Myanmar scam city to China She Zhijiang is one of the biggest figures linked to South East Asia's cyberscam operations.,POSITIVE,0.6469734311103821,0.6469734311103821
14,NewsNews,https://www.bbc.com/news/world/asia/china,NEGATIVE,0.44081586360931396,25,2 days ago Asia Two popular gay dating platforms removed from Apple app store in China The removal of Blued and Finka has raised concerns amongst the LGBT community in the country.,NEGATIVE,0.9648529291152954,-0.9648529291152954
14,NewsNews,https://www.bbc.com/news/world/asia/china,NEGATIVE,0.44081586360931396,25,2 days ago Asia China exempts chips used by carmakers from export curbs The block on exports of the company's chips had raised fears that European car production would be hit.,NEGATIVE,0.9958646297454834,-0.9958646297454834
14,NewsNews,https://www.bbc.com/news/world/asia/china,NEGATIVE,0.44081586360931396,25,4 days ago Business Two meals for $1: Why China's youth are not spending Economic uncertainty is encouraging some young people to cut back on their spending.,NEGATIVE,0.9732444286346436,-0.9732444286346436
14,NewsNews,https://www.bbc.com/news/world/asia/china,NEGATIVE,0.44081586360931396,25,"2 days ago Asia Australia at risk of 'high-impact sabotage' from China, says spy chief Mike Burgess says state-linked hackers have tried to access water, transport and energy networks.",NEGATIVE,0.9977466464042664,-0.9977466464042664
14,NewsNews,https://www.bbc.com/news/world/asia/china,NEGATIVE,0.44081586360931396,25,2 days ago World Moment newly opened bridge partially collapses in China Local authorities in the southwestern province of Sichuan say there are no reports of casualties following the collapse.,NEGATIVE,0.9979358911514282,-0.9979358911514282
14,NewsNews,https://www.bbc.com/news/world/asia/china,NEGATIVE,0.44081586360931396,25,"2 days ago Asia  Features Battle over Chinese chip maker rocks global car industry In an extraordinary move, the Dutch government invoked a Cold War-era emergency law in relation to Nexperia.",POSITIVE,0.9985889792442322,0.9985889792442322
14,NewsNews,https://www.bbc.com/news/world/asia/china,NEGATIVE,0.44081586360931396,25,"Cryptoqueen who fled China for London mansion jailed over £5bn Bitcoin stash Qian Zhimin bought cryptocurrency using funds stolen from thousands of Chinese pensioners, say police.",NEGATIVE,0.9939836859703064,-0.9939836859703064
14,NewsNews,https://www.bbc.com/news/world/asia/china,NEGATIVE,0.44081586360931396,25,Thousands of Chinese lured abroad and forced to be scammers - now Beijing is cracking down Myanmar's scam clans are being brought to justice in the full glare of Chinese state TV.,NEGATIVE,0.9911704063415527,-0.9911704063415527
14,NewsNews,https://www.bbc.com/news/world/asia/china,NEGATIVE,0.44081586360931396,25,300 million tourists just visited China's stunning Xinjiang region.,POSITIVE,0.9991424083709717,0.9991424083709717
14,NewsNews,https://www.bbc.com/news/world/asia/china,NEGATIVE,0.44081586360931396,25,"There's a side they didn't see China has repackaged Xinjiang into a tourist haven, touting ""ethnic"" experiences that activists say it's trying to erase.",NEGATIVE,0.9730284810066223,-0.9730284810066223
14,NewsNews,https://www.bbc.com/news/world/asia/china,NEGATIVE,0.44081586360931396,25,"Handshakes and whispers: Trump and Xi's meeting…in 73 seconds Trump says the meeting with President Xi, which was their first face-to-face interaction since 2019, was a ""great success"".",POSITIVE,0.9997898936271667,0.9997898936271667
14,NewsNews,https://www.bbc.com/news/world/asia/china,NEGATIVE,0.44081586360931396,25,"Latest updates 12 hrs ago How China won the world's EV battery race In 2005, China only had two EV battery manufacturers.",NEGATIVE,0.5820175409317017,-0.5820175409317017
