article_index,title,url,avg_label,avg_score,num_sentences,sentence,sent_label,sent_score,sent_value
3,NewsNews,https://www.bbc.com/news/uk,NEGATIVE,0.6670984080859593,35,News News UK UK Politics England N. Ireland Scotland Wales BBC apologises to Trump over Panorama edit but refuses to pay compensation Lawyers for the US president have threatened to sue the corporation for $1bn (£759m).,NEGATIVE,0.9947404265403748,-0.9947404265403748
3,NewsNews,https://www.bbc.com/news/uk,NEGATIVE,0.6670984080859593,35,"14 mins ago Culture Starmer's chief of staff McSweeney not leaving role over briefing war, BBC told The PM's top aide was not involved ""directly or indirectly"" in briefings against cabinet ministers, sources tell the BBC.",NEGATIVE,0.9947858452796936,-0.9947858452796936
3,NewsNews,https://www.bbc.com/news/uk,NEGATIVE,0.6670984080859593,35,5 hrs ago Politics Police and crime commissioners to be scrapped in England and Wales The government says it will save £100m over this Parliament and less than 20% of voters can name their PCC.,NEGATIVE,0.9986332058906555,-0.9986332058906555
3,NewsNews,https://www.bbc.com/news/uk,NEGATIVE,0.6670984080859593,35,4 hrs ago UK Royal outrider cleared over pedestrian's death Met Police officer PC Christopher Harrison was accused of causing death by careless driving.,NEGATIVE,0.9888231754302979,-0.9888231754302979
3,NewsNews,https://www.bbc.com/news/uk,NEGATIVE,0.6670984080859593,35,"6 hrs ago London Council visited wrong home before Sara Sharif's murder Neighbours say they were reluctant to report abuse because they ""feared being branded as racist"".",NEGATIVE,0.9920195937156677,-0.9920195937156677
3,NewsNews,https://www.bbc.com/news/uk,NEGATIVE,0.6670984080859593,35,"8 hrs ago Surrey Two-thirds of military women experienced sexualised behaviour, survey says The behaviours include comments about their appearance, harassment, leering and groping, according to a survey.",NEGATIVE,0.9928680658340454,-0.9928680658340454
3,NewsNews,https://www.bbc.com/news/uk,NEGATIVE,0.6670984080859593,35,"2 hrs ago UK Epstein email says Andrew had photo taken with Virginia Giuffre The message sent by Epstein reads: ""Yes she [Giuffre] was on my plane and yes she had her picture taken with Andrew"" 10 hrs ago US & Canada  'Failings at every level' resulted in botched insulation scheme, MPs told Wall insulation installed under two separate schemes was supposed to keep residents warm and dry, but instead left some homes damp and mouldy UK billionaire Joe Lewis receives pardon from Trump The businessman, whose family trust owns Tottenham Hotspur, pleaded guilty in 2024 to insider trading as",NEGATIVE,0.9996675252914429,-0.9996675252914429
3,NewsNews,https://www.bbc.com/news/uk,NEGATIVE,0.6670984080859593,35,"Man, 18, arrested on suspicion of murder after 17-year-old girl dies A man has been arrested and is in custody following the incident, police said.",NEGATIVE,0.925136923789978,-0.925136923789978
3,NewsNews,https://www.bbc.com/news/uk,NEGATIVE,0.6670984080859593,35,Type 1 diabetes is worse in the young - here's why They show cells that control blood sugar are more vulnerable in early childhood.,NEGATIVE,0.9986007809638977,-0.9986007809638977
3,NewsNews,https://www.bbc.com/news/uk,NEGATIVE,0.6670984080859593,35,"Hitman pleads guilty to gangland Hogmanay pub murder Grant Hunter, 34, shot Marc Webley at the Anchor Inn in Granton on New Year's Eve 2023 after he taunted his rivals.",NEGATIVE,0.9893344044685364,-0.9893344044685364
